100	0.000036
200	0.000061
300	0.000097
400	0.000135
500	0.000166
600	0.000205
700	0.000276
800	0.000281
900	0.000314
1000	0.000352
1100	0.000397
1200	0.000431
1300	0.000466
1400	0.000518
1500	0.000542
1600	0.000594
1700	0.000640
1800	0.000659
1900	0.000707
2000	0.000745
2100	0.000793
2200	0.000677
2300	0.000271
2400	0.000286
2500	0.000295
2600	0.000307
2700	0.000323
2800	0.000335
2900	0.000347
3000	0.000356
3100	0.000370
3200	0.000385
3300	0.000398
3400	0.000446
3500	0.000422
3600	0.000432
3700	0.000449
3800	0.000462
3900	0.000475
4000	0.000488
4100	0.000501
4200	0.000548
4300	0.000534
4400	0.000543
4500	0.000562
4600	0.000568
4700	0.000612
4800	0.000595
4900	0.000614
5000	0.000621
5100	0.000630
5200	0.000650
5300	0.000666
5400	0.000696
5500	0.000715
5600	0.000734
5700	0.000738
5800	0.000749
5900	0.000764
6000	0.000772
6100	0.000785
6200	0.000801
6300	0.000817
6400	0.000834
6500	0.000867
6600	0.000907
6700	0.000899
6800	0.000918
6900	0.000932
7000	0.000956
7100	0.000960
7200	0.000976
7300	0.000989
7400	0.001015
7500	0.001025
7600	0.001041
7700	0.001049
7800	0.001148
7900	0.001099
8000	0.001064
8100	0.001071
8200	0.001080
8300	0.001092
8400	0.001117
8500	0.001131
8600	0.001142
8700	0.001152
8800	0.001174
8900	0.001182
9000	0.001198
9100	0.001211
9200	0.001223
9300	0.001242
9400	0.001256
9500	0.001267
9600	0.001281
9700	0.001296
9800	0.001317
9900	0.001322
10000	0.001336
10100	0.001347
10200	0.001348
10300	0.001366
10400	0.001387
10500	0.001412
10600	0.001424
10700	0.001433
10800	0.001446
10900	0.001461
11000	0.001481
11100	0.001492
11200	0.001508
11300	0.001522
11400	0.001534
11500	0.001554
11600	0.001563
11700	0.001578
11800	0.001587
11900	0.001604
12000	0.001693
12100	0.001637
12200	0.001650
12300	0.001655
12400	0.001668
12500	0.001728
12600	0.001754
12700	0.001800
12800	0.001793
12900	0.001828
13000	0.001830
13100	0.001856
13200	0.001854
13300	0.001815
13400	0.001828
13500	0.001831
13600	0.001894
13700	0.001871
13800	0.001882
13900	0.001886
14000	0.001906
14100	0.001915
14200	0.001927
14300	0.001931
14400	0.001953
14500	0.001963
14600	0.001990
14700	0.002003
14800	0.002020
14900	0.002037
15000	0.002055
15100	0.002068
15200	0.002082
15300	0.002092
15400	0.002109
15500	0.002129
15600	0.002142
15700	0.002161
15800	0.002179
15900	0.002183
16000	0.002211
16100	0.002214
16200	0.002224
16300	0.002236
16400	0.002241
16500	0.002261
16600	0.002274
16700	0.002295
16800	0.002314
16900	0.002323
17000	0.002350
17100	0.002367
17200	0.002381
17300	0.002394
17400	0.002404
17500	0.002419
17600	0.002439
17700	0.002459
17800	0.002469
17900	0.002485
18000	0.002501
18100	0.002518
18200	0.002534
18300	0.002541
18400	0.002543
18500	0.002566
18600	0.002572
18700	0.002595
18800	0.002607
18900	0.002625
19000	0.002645
19100	0.002662
19200	0.002671
19300	0.002695
19400	0.002702
19500	0.002712
19600	0.002716
19700	0.002733
19800	0.002746
19900	0.002751
20000	0.002772
20100	0.002782
20200	0.002791
20300	0.002821
20400	0.002813
20500	0.002839
20600	0.002845
20700	0.002874
20800	0.002892
20900	0.002914
21000	0.002917
21100	0.002931
21200	0.002945
21300	0.002963
21400	0.002979
21500	0.003008
21600	0.003027
21700	0.003027
21800	0.003051
21900	0.003063
22000	0.003092
22100	0.003106
22200	0.003111
22300	0.003129
22400	0.003140
22500	0.003091
22600	0.003073
22700	0.003099
22800	0.003108
22900	0.003117
23000	0.003138
23100	0.003146
23200	0.003147
23300	0.003164
23400	0.003179
23500	0.003189
23600	0.003205
23700	0.003210
23800	0.003232
23900	0.003238
24000	0.003302
24100	0.003293
24200	0.003278
24300	0.003288
24400	0.003296
24500	0.003307
24600	0.003318
24700	0.003358
24800	0.003353
24900	0.003382
25000	0.003497
25100	0.003437
25200	0.003447
25300	0.003453
25400	0.003474
25500	0.003515
25600	0.003506
25700	0.003518
25800	0.003534
25900	0.003555
26000	0.003597
26100	0.003592
26200	0.003590
26300	0.003601
26400	0.003625
26500	0.003663
26600	0.003646
26700	0.003666
26800	0.003734
26900	0.003715
27000	0.003703
27100	0.003710
27200	0.003730
27300	0.003752
27400	0.003772
27500	0.003775
27600	0.003789
27700	0.003804
27800	0.003813
27900	0.003835
28000	0.003875
28100	0.003873
28200	0.003940
28300	0.003882
28400	0.003888
28500	0.003903
28600	0.003923
28700	0.003919
28800	0.003940
28900	0.003950
29000	0.003969
29100	0.003994
29200	0.004036
29300	0.004033
29400	0.004044
29500	0.004469
29600	0.004193
29700	0.004366
29800	0.004381
29900	0.004399
